Name_cn,ID,Last_Name,Zi,Name_en,Affiliation,Dynasty,Birth_year,Death_year,Life_Span,Father,Father_ID,Native_place,Gender,Jun,Xian,Note,
王甫,1554,王,国山,Wang fu,蜀,Shu,,,,,,,,广汉,郪县,刘璋时为州书佐。刘备定蜀，任绵竹令。222年随刘备征吴，军败遇害,
王佑,1555,王,,Wang you,蜀,Shu,,,,王甫,1554,,,广汉,郪县,王甫子，有父风,
马勳,1556,马,盛衡,Ma xun,汉，蜀,Shu,,,,,,,,巴西,阆中,刘璋时为州书佐。刘备定蜀，为左将军属，后转州别驾从事,
马奇,1557,马,承伯,Ma qi,蜀,Shu,,,,,,,,巴西,阆中,张飞功曹。后为尚书郎，从事丞相掾，迁广汉太守。诸葛亮死后官至尚书,
王士,1558,王,义强,Wang shi,蜀,Shu,,225,,,,,,广汉,郪县,王甫从兄。从刘备入蜀，举孝廉，为符节长，迁牙门将，出为宕渠太守，转益州太守，为蛮夷所害,
傅肜,1559,傅,,Fu rong,汉，蜀,Shu,,222,,,,,,义阳,,刘备将，与伐吴，败，吴人劝降，肜骂曰：“吴狗，何有汉将军降者”，遂战死,
程畿,1560,程,季然,Cheng ji,汉，蜀,Shu,,222,,,,,,巴西,阆中,刘璋时为汉昌长，江阳太守。刘备定蜀，为从事祭酒，随伐吴，败死,
郝普,1561,郝,子太,Hao pu,蜀，吴,Wu,,230,,,,,,义阳,,刘备所署零陵太守。214年吕蒙攻长沙，零陵，桂阳三郡。郝普为吕蒙所诈，令其以为无救兵，遂降。后又放还。219年吕蒙袭杀关羽，郝普再次投降，在吴为廷尉。后因隐蕃事自杀,
潘濬,1562,潘,承明,Pan jun,蜀，吴,Wu,,239,,,,,,武陵,汉寿,少时知名，师事宋忠，为湘乡令，治甚有名。刘备领荆州，为治中从事。刘备入蜀，留典州事。孙权杀关羽，拜潘濬为辅军中郎将，迁奋威将军，封侯。孙权称帝，拜为少府，迁太常，多有功,
王嗣,1563,王,承宗,Wang si,蜀,Shu,,,,,,,,犍为,资中,延熙年间以功德显，举孝廉，历任西安围督、汶山太守、安远将军、镇军将军。随姜维北伐，为流矢所伤，数月卒,
常播,1564,常,文平,Chang bo,蜀,Shu,,,,,,,,蜀郡,江原,官至郪长。为其县长讼争，人嘉其忘身为君,
朱游,1565,朱,,Zhu you,蜀,Shu,,,,,,,,广都,,曾任江原长。见常播事,
杨玩,1566,杨,,Yang wan,蜀,Shu,,,,,,,,,,曾为江原主簿，与常播同证朱游无罪,
赵敦,1567,赵,,Zhao dun,蜀,Shu,,,,,,,,颍川,,江原县令，见裴松之所引常播传,
卫继,1568,卫,子业,Wei ji,蜀,Shu,,264,,,,,,汉嘉,严道,仕蜀，官至奉车都尉、大尚书。死于钟会之乱,
胡玉,1569,胡,,Hu yu,汉,EastHan,,,,,,,,,,海贼，见孙坚传,
许昌,1570,许,,Xu chang,汉,EastHan,,,,,,,,会稽,,“妖贼”，起兵于句章，自称阳明皇帝，被孙坚讨破,
许诏,1571,许,,Xu zhao,汉,EastHan,,,,许昌,1570,,,会稽,,许昌子,
臧旻,1572,臧,,Zang min,汉,EastHan,,,,,,,,广陵,射阳,臧洪父。汉扬州刺史，匈奴中郎将。在扬州刺史任内曾提拔孙坚。谢承《后汉书》称其“为汉良吏”。177年击鲜卑，败，下狱。后转拜长水校尉，终太原太守,
张宝,1573,张,,Zhang bao,汉,EastHan,,184,,,,,,巨鹿,,张角弟，称地公将军。为皇甫嵩所败，死,
张梁,1574,张,,Zhang liang,汉,EastHan,,184,,,,,,巨鹿,,张宝弟，称人公将军。为皇甫嵩所败，死,
边章,1575,边,,Bian zhang,汉,EastHan,,187,,,,,,金城,,本名边允。184年凉州义从叛，胁边允，韩约从。二人因而被通缉，遂改名边章，韩遂。叛军肆虐凉州多年，汉庭多次讨伐无功。,
张温,1576,张,伯慎,Zhang wen,汉,EastHan,,191,,,,,,南阳,穰,仕汉，历任大司农，司空，车骑将军，太尉。行车骑将军时董卓为其下属，孙坚劝其杀董卓，不听。后董卓掌权，被杀,
区星,1577,区,,Qu xing,汉,EastHan,,,,,,,,长沙,,187年，区星在长沙自称将军，与周朝、郭石率领万余人起兵叛乱，为新任长沙太守孙坚击溃,
周朝,1578,周,,Zhou zhao,汉,EastHan,,,,,,,,,,事迹同区星,
郭石,1579,郭,,Guo shi,汉,EastHan,,,,,,,,,,事迹同区星,
陆康,1580,陆,季宁,Lu kang,汉,EastHan,126,195,70,,,,,吴,吴,仕汉，任武陵太守，转桂阳、乐安太守。在庐江太守任上为袁术将孙策所攻，历时两年余败。之后月余，陆康亦死,
曹寅,1581,曹,,Cao yin,汉,EastHan,,,,,,,,,,其人仅见孙坚传，为武陵太守，与荆州刺史王叡不和，假传案行使者光禄大夫温毅檄，令孙坚杀王叡。其后其事不详,
温毅,1582,温,,Wen yi,汉,EastHan,,,,,,,,,,其人仅见孙坚传， 为光禄大夫,
公仇称,1583,公仇,,Gongchou cheng,汉,EastHan,,,,,,,,,,孙坚长史。他事不详,
祖茂,1584,祖,,Zu mao,汉,EastHan,,,,,,,,,,孙坚将。随孙坚讨董卓，曾救孙坚性命。后事不详,
华雄,1585,华,,Hua xiong,汉,EastHan,,191,,,,,,,,董卓将，为孙坚所杀。其本名或为叶雄,
刘艾,1586,刘,,Liu ai,汉,EastHan,,,,,,,,,,东汉宗室，历任董卓长史，宗正。封侯。216年，使持节行御史大夫、宗正刘艾持节策封曹操为魏王。著有《灵帝纪》，《献帝纪》,
周慎,1587,周,,Zhou shen,汉,EastHan,,,,,,,,汉阳,,仕汉为豫州刺史，荡寇将军。曾与董卓、孙坚等随张温一起征伐边章、韩遂。,
刘靖,1588,刘,,Liu jing,汉,EastHan,,,,,,,,,,董卓别部司马。与刘馥子同名。仅见孙坚传裴松之引《山阳公载记》,
周喁,1589,周,仁明,Zhou yong,汉,EastHan,,,,,,,,会稽,,丹阳太守周昕、九江太守周昂之弟。曹操起兵时曾召其为军师。后袁术以其为豫州刺史，与孙坚争，屡战屡败。会其兄昂为袁术所攻，往助之，军败。还乡，为许贡所害,
周昂,1590,周,,Zhou ang,汉,EastHan,,,,,,,,会稽,,周喁之兄，周昕之弟袁绍任周昂为九江刺史。袁术大怒，派兵攻之，终为孙贲所破,
周昕,1591,周,泰明,Zhou xin,汉,EastHan,,196,,,,,,会稽,,周喁，周昂之兄。丹阳太守。袁术派孙坚妻弟吴景攻之，周昕散兵，还本郡。后孙策攻王朗，周昕死之,
孙贲,1592,孙,伯阳,Sun bi,汉,EastHan,,210,,孙羌,#N/A,,,吴郡,富春,孙坚兄子。孙坚死，孙贲帅将士就袁术，袁术表其为豫州刺史。后为豫章太守，征虏将军。,
孙翊,1593,孙,叔弼,Sun yi,汉,EastHan,184,204,21,孙坚,1061,,,吴郡,富春,孙坚三子，孙策，孙权弟。性骁悍果烈，有其兄策之遗风。官偏将军，领丹杨太守。为部下边鸿所杀,
孙匡,1594,孙,季佐,Sun kuang,汉,EastHan,,,,孙坚,1061,,,吴郡,富春,孙坚四子，曾娶曹操弟女为妻。年二十余卒,
孙朗,1595,孙,,Sun lang,汉,EastHan,,,,孙坚,1061,,,吴郡,富春,孙坚庶子。其事不详。裴松之认为因军败而改姓，禁锢终身之人为孙朗，而非孙匡,
吴景,1596,吴,,Wu jing,汉,EastHan,,203,,,,,,吴郡,吴,孙坚妻弟，其姊吴夫人是孙策、孙权的母亲。随孙坚征讨有功。在袁术帐下为督军中郎将，广陵太守。袁术称帝，吴景东归孙策，任丹阳太守,
孙河,1597,孙,伯海,Sun he,汉,EastHan,,204,,,,,,吴郡,富春,孙坚族子。少随孙坚征伐，又随孙策定吴郡，会稽，为乌程长。孙翊为部下所杀，孙河赶到斥责其属下妫览，戴员。二人恐，遂杀孙河,
祖郎,1598,祖,,Zu lang,汉,EastHan,,,,,,,,丹阳,陵阳,泾县贼帅。孙策诣丹阳依吴景，为祖郎所袭，几至危殆。后降孙策,
马日䃅,1599,马,翁叔,Ma ri䃅,汉,EastHan,,194,,,,,,扶风,茂陵,仕汉谏议大夫。191任太尉。董卓，王允，李傕郭汜乱长安，马日䃅均在。李傕占长安，王允转太傅，录尚书事，持节四出，安抚天下。至寿春，袁术夺其节，马日䃅羞愤而死,
张勋,1600,张,,Zhang xun,汉,EastHan,,,,,,,,,,袁术故吏，为其大将军。袁术死后，与杨弘率袁术残部欲投孙策，为庐江太守刘勋所伏击,
陈纪,1601,陈,,Chen ji,汉,EastHan,,,,,,,,丹阳,,与陈寔子不是一人。袁术任其为九江太守。见孙策转,
樊能,1602,樊,,Fan neng,汉,EastHan,,,,,,,,,,刘繇将。194年，刘繇遣其与张英，于糜拒袁术。为孙策所败，后事不详,
于糜,1603,于,,Yu mi,汉,EastHan,,,,,,,,,,事同樊能,
张英,1604,张,,Zhang ying,汉,EastHan,,,,,,,,,,事同樊能,
惠衢,1605,惠,,Hui qu,汉,EastHan,,,,,,,,,,袁术故吏，袁术任其为扬州刺史。后事不详,
薛礼,1606,薛,,Xue li,汉,EastHan,,,,,,,,,,汉末彭城相，后依刘繇。刘繇为孙策所攻，败，薛礼亦败走。后为笮融所杀,
于兹,1607,于,,Yu zi,汉,EastHan,,,,,,,,,,笮融将，仅见孙策传裴松之引江表传,
陈宝,1608,陈,,Chen bao,汉,EastHan,,,,,,,,,,孙策将，仅见孙策传裴松之引江表传。孙策遣其诣阜陵迎母弟,
严白虎,1609,严,,Yan baihu,汉,EastHan,,,,,,,,吴郡,乌程,以字行。吴郡豪强。汉末领众割据，196年为孙策所败。后事不详，,
邹他,1610,邹,,Zou ta,汉,EastHan,,196,,,,,,吴郡,乌程,与严白虎、王晟、钱铜一起聚众抵抗孙策。败，族诛,
钱铜,1611,钱,,Qian tong,汉,EastHan,,,,,,,,吴郡,乌程,与严白虎、王晟、邹他一起聚众抵抗孙策。败，族诛,
王晟,1612,王,,Wang sheng,汉,EastHan,,,,,,,,吴郡,嘉兴,曾任合浦太守，与孙坚善。后与严白虎、邹他、钱铜一起抵抗孙策。败，策母令孙策舍之，遂免。后事不详,
严舆,1613,严,,Yan yu,汉,EastHan,,196,,,,,,吴郡,乌程,严白虎弟。奉白虎令与孙策言和，为孙策所杀,
许昭,1614,许,,Xu zhao,汉,EastHan,,200,,,,,,,,盛宪旧部。“有义于旧君，有诚于故友”。与刺孙策的许贡门客同名,
盛宪,1615,盛,孝章,Sheng xian,汉,EastHan,,,,,,,,会稽,,举孝廉，补尚书郎，迁吴郡太守，以疾去官，后被孙权所杀。杀权弟孙翊者妫览、戴员为盛宪故吏,
孙辅,1616,孙,国仪,Sun fu,汉,EastHan,,,,孙羌,#N/A,,,吴郡,富春,孙坚兄孙羌子。随孙策平定江东，历任庐陵太守，迁平南将军，假节领交州刺史。孙辅后恐孙权不能治理江东，趁权出行派人与曹操交通，为人所告发。孙权杀其近臣，流放。按陈琳《檄吴将校部曲文》，则孙辅为孙权所杀,
朱治,1617,朱,君理,Zhu zhi,汉，吴,Wu,156,224,69,,,,,丹杨,故鄣,孙氏宿将。辅孙坚，孙策，孙权。多有功。202年为吴郡太守，222年封侯，223年拜安国将军,
秦松,1618,秦,文表,Qin song,汉,EastHan,,,,,,,,广陵,,孙策196年败严白虎，延聘张昭、张纮、秦松、陈端等为谋主。辅孙策，孙权。赤壁之战曾劝孙权投降，它事不详,
陈端,1619,陈,子正,Chen duan,汉,EastHan,,,,,,,,广陵,,事同秦松。它事不详,
刘由,1620,刘,,Liu you,汉,EastHan,,,,,,,,,,奉正都尉。仅见孙策传裴松之注所引《江表传》。孙策平严白虎，遣刘由奉章诣许，拜献方物,
高承,1621,高,,Gao cheng,汉,EastHan,,,,,,,,,,五高掾。事同刘由,
王誧,1622,王,,Wang pu,汉,EastHan,,,,,,,,,,汉议郎。仅见孙策传裴松之注所引《江表传》。汉朝遣其奉诏以孙策为骑都尉，袭爵武城侯，领会稽太守。孙策欲得将军，使人讽誧，遂得明汉将军。它事不详,
陈瑀,1623,陈,公玮,Chen yu,汉,EastHan,,,,陈球,#N/A,,,下邳,淮浦,举孝廉，辟公府，洛阳市长。189年拜吴郡太守，197年加安东将军。孙策欲与其及吕布同讨袁术，陈瑀却欲偷袭孙策，煽动诸县大帅。孙策败之。陈瑀单骑走冀州，归袁绍。后事不详,
万演,1624,万,,Wan yan,汉,EastHan,,,,,,,,,,陈瑀都尉。,
焦已,1625,焦,,Jiao yi,汉,EastHan,,,,,,,,,,”诸险县大帅“，仅见孙策传裴松之注所引《江表传》,
徐逸,1626,徐,,Xu yi,汉,EastHan,,,,,,,,,,孙策将，仅见孙策传裴松之引《江表传》。曾与吕范一同攻陈瑀,
杨弘,1627,杨,,Yang hong,汉,EastHan,,,,,,,,,,袁术长史。袁术死后，与张勋率袁术残部欲投孙策，为庐江太守刘勋所伏击。其人与王凌部将同名,
袁胤,1628,袁,,Yuan yin,汉,EastHan,,,,,,,,汝南,汝阳,袁术从弟。曾被袁术任为丹阳太守，但为孙策所阻，未能到任。袁术死，率其部曲投刘勋。后刘勋又为孙策所败。后事不详,
曹嵩,1629,曹,,Cao song,汉,EastHan,,194,,,,,,沛国,谯,曹操父，生前官至太尉。后被追谥为太皇帝,
刘岱,1630,刘,公山,Liu dai,汉,EastHan,,192,,,,东莱牟平,,东莱,牟平,刘繇之兄。刘岱仕汉任侍中、侍御史。董卓入朝，任其为兖州刺史。190年从袁绍曹操讨董，途中与东郡太守桥瑁不和，刘岱杀桥瑁。192年黄巾军入兖州，刘岱与战，败死,
曹熊,1631,曹,,Cao xiong,汉,EastHan,,,,曹操,4,,,沛国,谯,曹操子，早卒,
曹囧,1632,曹,元首,Cao jiong,魏,Wei,,,,,,,,沛国,谯,曹魏宗室。曹操养祖父曹腾之兄曹叔兴后。曾做《六代论》意图劝曹爽强化皇室，然不听。终任弘农郡太守。与曹叡子清河王同名,
司马攸,1633,司马,大猷,Sima you,魏，晋,Jin,246,283,38,司马昭,1634,河内温县,,河内,温县,司马昭次子，司马炎胞弟。过继司马师。入晋封齐王，历任骠骑将军、开府仪同三司，镇军大将军，加侍中，行太子少傅，太子太傅，司空。司马炎晚年齐王归藩一事争论极大，司马炎及荀勖等逼司马攸归藩，司马攸不得已，吐血而死,
司马昭,1634,司马,子上,Sima zhao,魏,Wei,211,265,55,司马懿,133,河内温县,,河内,温县,司马懿次子，仕魏官至相国，封晋王。司马炎篡位，追尊为文皇帝，庙号太祖,
黄猗,1635,黄,,Huang yi,汉,EastHan,,,,,,,,,,袁术女婿，袁术死，与袁术从弟袁胤携部曲妻子投刘勋于皖城。仅见孙策传裴松之引《江表传》，它事不详,
刘偕,1636,刘,,Liu xie,汉,EastHan,,,,,,,,琅琊,,刘勋从弟。仅见孙策传裴松之引《江表传》，它事不详,
高岱,1637,高,孔文,Gao dai,汉,EastHan,,,,,,,,孔文,,汉末名士。其事见孙策传裴松之引《吴录》，为孙策所杀,
黄射,1638,黄,,Huang she,汉,EastHan,,,,黄祖,1239,,,,,黄祖长子，为章陵太守，与祢衡交好。尝率兵攻柴桑，为徐盛所败,
刘虎,1639,刘,,Liu hu,汉,EastHan,,200,,,,,,山阳,高平,刘表从子。刘表派其助黄祖抵抗孙策，为孙策所败，死,
韩晞,1640,韩,,Han xi,汉,EastHan,,200,,,,,,南阳,,刘表将，随刘虎助黄祖，死,
黄盖,1641,黄,公覆,Huang gai,汉,EastHan,,,,,,零陵泉陵,,零陵,泉陵,孙氏宿将，孙坚起义兵时即随之，历战有功。赤壁诈降曹操，获任武锋中郎将，后官至偏将军,
张允,1642,张,,Zhang yun,汉,EastHan,,,,,,,,,,高岱友人，仅见孙策传裴松之引《吴录》,
沈睧,1643,沈,,Shen hun,汉,EastHan,,,,,,,,,,高岱友人，仅见孙策传裴松之引《吴录》,
于吉,1644,于,,Yu ji,汉,EastHan,,200,,,,,,琅琊,,汉末道士。为孙策所杀。,
虞喜,1645,虞,仲宁,Yu xi,晋,Jin,,345,,虞察,#N/A,,,会稽,余姚,虞翻后， “少立操行，博学好古”，著有《志林》,
石威则,1646,石,,Shi weize,汉,EastHan,,,,,,,,,,仕魏，与夏侯惇善。仅见孙策传裴松之引《志林》,
王范,1647,王,,Wang fan,晋,Jin,,,,,,,,,,仕晋，广州大中正。见孙策传裴松之注,
孙绍,1648,孙,,Sun shao,汉，吴,Wu,,,,孙策,77,,,吴郡,富春,孙策子，孙权称帝封为吴侯，后改封上虞侯,
孙奉,1649,孙,,Sun feng,吴,Wu,,270,,孙绍,1648,,,吴郡,富春,孙绍子，孙策孙。270年民间传孙奉获孙奋将为帝。孙皓遂杀之,
刘琬,1650,刘,,Liu wan,汉,EastHan,,,,,,,,,,汉使者，汉庭使其加锡命于孙权。三国志记其语人曰：“吾观孙氏兄弟虽各才秀明达，然皆禄祚不终。惟中弟孝廉，形貌奇伟，骨体不恒，有大贵之表，年又最寿。尔试识之”。 它事不详,
太史慈,1651,太史,子义,Taishi ci,汉,EastHan,166,206,41,,,东莱黄县,,东莱,黄县,少有事迹。孔融礼敬之。孔融被黄巾军所围，太史慈突围求救于平原相刘备，由是声名在外。195年离开辽东至曲阿，属刘繇（二人同郡）。然刘繇不甚重用太史慈。尝单挑孙策，使其困厄。刘繇败，无奈降孙策，拜折冲中郎将。206年死，死前言““丈夫生世，当带七尺之剑，以升天子之阶。今所志未从，奈何而死乎！””,
周泰,1652,周,幼平,Zhou tai,汉，吴,Wu,,222,,,,九江下蔡,,九江,下蔡,初随孙策，攻刘繇，破严白虎，为别部司马。后随孙权，从征黄祖，多有战功。参与濡须之战 ，樊城之战。官至汉中太守，升奋威将军，封侯,
沈友,1653,沈,子正,Shen you,汉,EastHan,176,204,29,,,,,吴郡,,吴录记其“弱冠博学，善属文辞，兼好武事”。为孙权所聘，后被人诬以谋反，死,
贺齐,1654,贺,公苗,He qi,汉，吴,Wu,,227,,,,,,会稽,山阴,家族本姓“庆”。孙策举为孝廉，后又随孙权。多次平定山越，豪强，历任偏将军，奋武将军，安东将军，后将军，假节徐州牧,
凌统,1655,凌,公绩,Ling tong,汉,EastHan,189,217,29,凌操,#N/A,,,吴郡,余杭,其父凌操即从征孙策。凌统少有盛名，15岁时孙权拜为别部司马，行破贼都尉，赤壁之战随周瑜败曹操，升校尉，又随吕蒙破皖城，拜荡寇中郎将，后至偏将军,
董袭,1656,董,元世,Dong xi,汉,EastHan,,,,,,,,会稽,余姚,孙策， 孙权将，历任别部司马、扬武都尉、威越校尉，最后官至偏将军。濡须口之战，董袭率五楼船，遇暴风，船覆，死,
冯则,1657,冯,,Feng ze,汉,EastHan,,,,,,,,,,孙权骑士。208年孙权大败黄祖，冯则追枭黄祖首。它事不详,
朱光,1658,朱,,Zhu guang,汉,EastHan,,,,,,,,,,曹操所署庐江太守。214年孙权征皖城，为权所俘虏。后孙权将其放回,
董和,1659,董,,Dong he,汉,EastHan,,,,,,,,,,曹操所署庐江太守朱光参军，同朱光一起被孙权俘虏。与蜀汉大臣董和同名,
鲜于丹,1660,鲜于,,Xianyu dan,汉,EastHan,,,,,,,,,,孙权将，曾随吕蒙攻取荆南三郡，后参加了夷陵之战,
徐忠,1661,徐,,Xu zhong,汉,EastHan,,,,,,,,,,孙权将，214年与鲜于丹，孙规等随吕蒙攻取荆南三郡,
孙规,1662,孙,,Sun gui,汉,EastHan,,,,,,,,,,孙权将，214年与鲜于丹，徐忠等随吕蒙攻取荆南三郡,
孙皎,1663,孙,叔朗,Sun jiao,汉,EastHan,,219,,孙静,209,,,吴郡,富春,孙权堂兄弟，起家护军校尉，迁都护，征虏将军,
谷利,1664,谷,,Gu li,汉,EastHan,,,,,,,,,,孙权将。215年孙权征合肥，张辽顽强抵抗，撤退时又被张辽追击，赖谷利方才脱险，事后封侯,
徐详,1665,徐,子明,Xu xiang,汉，吴,Wu,,,,,,,,吴郡,乌程,东吴侍中。217年孙权派徐详向曹操请降。229年孙权称帝，进封为乡侯，兼任左、右领军,
张世,1666,张,,Zhang shi,汉,EastHan,,,,,,,,,,孙权常从。218年孙权射虎，马为虎所伤，张世击以戈，获之,
马忠,1667,马,,Ma zhong,汉,EastHan,,,,,,,,,,孙权偏将军潘璋司马。蜀汉另有一马忠,
赵累,1668,赵,,Zhao lei,汉,EastHan,,,,,,,,,,关羽都督，与关羽一同被孙权所擒，后事不详,
梁寓,1669,梁,孔儒,Liang yu,汉,EastHan,,,,,,,,,,219年，孙权袭杀关羽后，遣梁寓上供许昌,
王惇,1670,王,,Wang dun,汉，吴,Wu,,253,,,,,,,,219年，孙权袭杀关羽后，遣王惇买马。孙𬘭专政，王惇、孙虑等共谋欲杀之，事泄，死,
梅敷,1671,梅,,Mei fu,汉，吴,Wu,,,,,,,,,,初为魏将，220年投吴，后来似乎又独立于魏吴之间，盘踞于柤中：“夷王梅敷兄弟三人，部曲万余家屯此”,
张俭,1672,张,,Zhang jian,汉，吴,Wu,,,,,,,,,,梅敷使者,
赵咨,1673,赵,德度,Zhao zi,汉，吴,Wu,,,,,,,,南郡,,在吴为中大夫，多次使魏，有功，升骑都尉。与魏官员赵咨同名,
沈珩,1674,沈,仲山,Shen heng,汉，吴,Wu,,,,,,,,吴郡,,少综经艺，有智谋。孙权派其出使魏国，奉使称职，封侯，官至少府,
宋谦,1675,宋,,Song qian,汉，吴,Wu,,,,,,,,,,吴将，与合肥之战，夷陵之战。它事不详,
杨粲,1676,杨,,Yang can,汉，吴,Wu,,,,,,,,,,其人事迹不详，仅见孙权传，223年曹丕派曹休，张辽等攻吴，杨粲与诸葛瑾，潘璋等救南郡,
朱桓,1677,朱,休穆 ,Zhu huan,汉，吴,Wu,177,238,62,,,,,吴郡,吴县,吴将，以勇烈闻名，233年拒曹仁于濡须，因功封侯，迁奋武将军。229年，拜前将军，领青州牧,
董桃,1678,董,,Dong tao,魏,Wei,,,,,,,,,,其人仅见华歆《奏讨孙吴》表，见裴松之引魏略：“希托董桃传先帝令”,
